vars,id,creation_time,failed,failed_reason,time_of_death,type,fingerprint_hash,recruiter_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status,elt_id,elt_id_max,time_credit,estimated_max_time_credit,progress,time_credit_fixes,progress_fixes,page_uuid,aborted,complete,answer,answer_accumulators,sequences,branch_log,for_loops,failure_tags,base_payment,performance_reward,unpaid_bonus,total_wait_page_time,answer_is_fresh,browser_platform,module_state_id,current_trial_id,trial_status,awaited_async_code_block_process_id,class,object_type,aborted_modules,started_modules,finished_modules,module_id,main_consent,age,formal_education,z
"{""main_consent"": true, ""age"": ""54"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T21:54:51.896696"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T21:41:11.660416"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T21:54:49.015014""}",45,2025-09-03 21:40:26,False,,,Participant,df50be63f40346aa213db663f3248dd8,prolific,68b8b5199eb561a2fd0986db,67d5d7068c0132f8de37783d:68b8b5199eb561a2fd0986db,68b896a73aaef02d84094293,live,2025-09-03 21:54:56,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",fd878127-9a93-fa3e-5a88-e9b23cff8796,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 138.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,54,postgraduate_degree_or_higher,1.0
"{""main_consent"": true, ""age"": ""27"", ""formal_education"": ""graduate_school"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T21:48:11.103237"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T21:45:45.665309"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T21:48:46.898430""}",46,2025-09-03 21:41:42,False,,,Participant,df46e97980c0e77e4f04490e1288292d,prolific,68b8b5c2ce367c6a0edb88d0,67dd46602623d4bf857f7fa2:68b8b5c2ce367c6a0edb88d0,68b896a73aaef02d84094293,live,,,,"{""recruiter"": ""prolific""}",working,"[135, 1]","[182, 2]",130.0,805.0,0.16149068322981366,[],"[1.0, 0.16149068322981366, 0.16149068322981366]",bc60887b-3694-3a26-ee8d-5e615ce0d482,False,False,4th September 1781,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,92.0,1232.0,available,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent""]",optimal_treatment,True,27,graduate_school,1.0
"{""main_consent"": true, ""age"": ""57"", ""formal_education"": ""high_school"", ""z"": 0, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T21:51:05.684342"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T21:46:04.874700"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T21:51:03.702282""}",47,2025-09-03 21:44:25,False,,,Participant,4e99fcd266f80222816aefe072dd4598,prolific,68b8b64bf9b5a2280cf66e0b,67722f8e3a4f08a288a1f640:68b8b64bf9b5a2280cf66e0b,68b896a73aaef02d84094293,live,2025-09-03 21:51:09,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",acf67cd8-099b-8958-49d5-cb65d7e26853,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 138.0.0.0 on Chrome OS 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,57,high_school,0.0
"{""main_consent"": true, ""age"": ""31"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T21:59:51.773747"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T21:50:00.754724"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T21:59:48.482350""}",48,2025-09-03 21:49:32,False,,,Participant,67e9ed0dd731a0562cb44b5534bb359f,prolific,68b8b7c82e44a25c0f3b6cce,60c8467d9872c0d83f695499:68b8b7c82e44a25c0f3b6cce,68b896a73aaef02d84094293,live,2025-09-03 21:59:54,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",44fa37f3-7bb6-c82f-5898-b7997dc72a0b,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,31,college,1.0
"{""main_consent"": true, ""age"": ""57"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T21:57:49.724078"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T21:50:12.569877"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T21:57:47.499204""}",49,2025-09-03 21:49:37,False,,,Participant,3211fe64a4fa46417144b4b5f8254045,prolific,68b8b7dbaacffc2f55b21c3e,66ee033078ac153667a8aa2f:68b8b7dbaacffc2f55b21c3e,68b896a73aaef02d84094293,live,2025-09-03 21:57:54,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",1f0aacab-9d53-d72c-b24f-73eb65631098,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,57,postgraduate_degree_or_higher,1.0
"{""main_consent"": true, ""age"": ""45"", ""formal_education"": ""graduate_school"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T21:57:10.190027"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T21:51:51.613053"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T21:57:06.371175""}",50,2025-09-03 21:51:35,False,,,Participant,2bb925b9f1f224684ed621c9d90acd4e,prolific,68b8b84b59f529db6afa92d2,653703627539f3a8b2ed4af3:68b8b84b59f529db6afa92d2,68b896a73aaef02d84094293,live,2025-09-03 21:57:15,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",9befa212-d047-2420-1b2b-e11ad0a4eb66,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,45,graduate_school,1.0
"{""main_consent"": true, ""age"": ""28"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:01:34.289934"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T21:53:43.272602"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:01:32.871118""}",51,2025-09-03 21:52:58,False,,,Participant,5bd670c30b4caf405862e30f3eaf09ee,prolific,68b8b8745d98662065c136ef,631c8e97db06f601f81bd82f:68b8b8745d98662065c136ef,68b896a73aaef02d84094293,live,2025-09-03 22:04:09,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",c0e69e41-b910-3f50-2463-68e6bcb247c8,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 140.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,28,postgraduate_degree_or_higher,1.0
"{""main_consent"": true, ""age"": ""37"", ""formal_education"": ""high_school"", ""z"": 0, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:08:36.561471"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T21:56:14.324618"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:08:33.015753""}",52,2025-09-03 21:55:42,False,,,Participant,0f2f9163f979d3a5bf7c3b59d56542cc,prolific,68b8b948fb63864bf9db9eba,671c2f80215fa38dd1755948:68b8b948fb63864bf9db9eba,68b896a73aaef02d84094293,live,2025-09-03 22:08:40,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",998e7c57-df50-afb4-bd28-84152cc83ce4,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,37,high_school,0.0
"{""main_consent"": true, ""age"": ""50"", ""formal_education"": ""high_school"", ""z"": 0, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:05:07.316806"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T21:59:24.951202"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:05:05.371689""}",53,2025-09-03 21:58:53,False,,,Participant,0e9827428c395c46e1860e2f35481be3,prolific,68b8b9d02aa82fd43976b41a,599467b55f49420001cafa81:68b8b9d02aa82fd43976b41a,68b896a73aaef02d84094293,live,2025-09-03 22:05:11,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",eb72fe78-e17d-32e7-fdd8-a7fd5dee38d5,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,50,high_school,0.0
"{""main_consent"": true, ""age"": ""39"", ""formal_education"": ""graduate_school"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:05:49.301006"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T21:59:34.492978"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:05:47.661398""}",54,2025-09-03 21:59:09,False,,,Participant,996c402814b60c1113982d11a06633ac,prolific,68b8ba2044575000eb957c04,5e402dcd7b260d000a7b69fe:68b8ba2044575000eb957c04,68b896a73aaef02d84094293,live,2025-09-03 22:05:52,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",35404612-3138-246f-9a25-4fbe23acc120,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,39,graduate_school,1.0
"{""main_consent"": true, ""age"": ""42"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:19:52.441870"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:07:36.603110"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:19:50.261260""}",55,2025-09-03 22:06:55,False,,,Participant,8214f7bbe84e013e220b2660f5945424,prolific,68b8bbca138fb64609fc17f0,6825af939111d286546fdde6:68b8bbca138fb64609fc17f0,68b896a73aaef02d84094293,live,2025-09-03 22:19:57,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",c89b5c63-62fb-54ad-a660-92609f2d095e,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 134.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,42,college,1.0
"{""main_consent"": true, ""age"": ""28"", ""formal_education"": ""graduate_school"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:15:44.360338"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:08:02.783013"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:15:42.723034""}",56,2025-09-03 22:07:04,False,,,Participant,eb57be488868fd4d907f4f1c0d08c838,prolific,68b8ba7222dcb87934ea65d5,605a670b3c69e6bf7a623de1:68b8ba7222dcb87934ea65d5,68b896a73aaef02d84094293,live,2025-09-03 22:15:46,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",cf3c0922-fc6f-edc8-dff6-7f2228b5d299,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,28,graduate_school,1.0
"{""main_consent"": true, ""age"": ""64"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:34:10.593502"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:09:57.045309"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:34:06.264299""}",57,2025-09-03 22:08:40,False,,,Participant,242a6ff361f6866767817bc727b2ac08,prolific,68b8bb6a6cc2c9d84fc8c4aa,67dfbdc5f59178048927fa02:68b8bb6a6cc2c9d84fc8c4aa,68b896a73aaef02d84094293,live,2025-09-03 22:34:19,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",7dfc6043-8676-0384-9773-32bd59f3f71c,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,64,college,1.0
"{""main_consent"": true, ""age"": ""25"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:38:27.992641"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:12:04.688496"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:38:23.742405""}",58,2025-09-03 22:08:56,False,,,Participant,df46e97980c0e77e4f04490e1288292d,prolific,68b8bbbbfdbe23ecf0f15e46,67e40bab848c22a30914c34c:68b8bbbbfdbe23ecf0f15e46,68b896a73aaef02d84094293,live,2025-09-03 22:38:34,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",297e94bf-e555-7108-e566-eb5f1dec3d2f,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,25,college,1.0
"{""main_consent"": true, ""age"": ""35"", ""formal_education"": ""high_school"", ""z"": 0, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:15:06.511671"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:09:43.484233"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:15:04.898191""}",59,2025-09-03 22:09:25,False,,,Participant,190b9eb962ff6b76a2ce0bdadbf4df0b,prolific,68b8bc775b2bad0b9c44fcd5,67439be8ee2236a7c078d523:68b8bc775b2bad0b9c44fcd5,68b896a73aaef02d84094293,live,2025-09-03 22:15:09,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",7cb1a13b-37d3-8150-d0eb-b28d79144c9b,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 140.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,35,high_school,0.0
"{""main_consent"": true, ""age"": ""32"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:38:32.040743"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:18:28.570544"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:38:29.478954""}",60,2025-09-03 22:17:32,False,,,Participant,618e10ff0650f5c42160182cf604df6c,prolific,68b8be17b1490815e4b12be0,67e069199f5b036960b0cc5f:68b8be17b1490815e4b12be0,68b896a73aaef02d84094293,live,2025-09-03 22:38:37,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",e33b735f-3c7a-5707-c34a-be42bf5c865a,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 138.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,32,college,1.0
"{""main_consent"": true, ""age"": ""39"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:25:42.251232"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:18:24.159625"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:25:40.660561""}",61,2025-09-03 22:17:54,False,,,Participant,7a767176a1b3f209a3dbeb319ec0b843,prolific,68b8bdf8d727a16e940358f2,6760853e178af224e611e496:68b8bdf8d727a16e940358f2,68b896a73aaef02d84094293,live,2025-09-03 22:25:45,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",139f37f6-933d-da99-b940-b4aba18686d1,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,39,college,1.0
"{""main_consent"": true, ""age"": ""46"", ""formal_education"": ""high_school"", ""z"": 0, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:40:58.380414"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:28:08.148530"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:40:56.454232""}",62,2025-09-03 22:26:40,False,,,Participant,8be5f5be1a2def272f75421a1a0540ff,prolific,68b8c079a292b76fe2a8f1a2,667871d17d7fdf0358f82a28:68b8c079a292b76fe2a8f1a2,68b896a73aaef02d84094293,live,2025-09-03 22:41:01,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",6d7d35a6-ca4b-89d0-cda6-c2dfa0a9009e,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,46,high_school,0.0
"{""main_consent"": true, ""age"": ""20"", ""formal_education"": ""high_school"", ""z"": 0, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:49:39.653693"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:37:21.652645"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:49:37.965643""}",63,2025-09-03 22:28:07,False,,,Participant,25deec46fa142cdd8b9f8465c32b7b1a,prolific,68b8bf68cda82cb18e4a0f9f,6624638357b56eb340c8f109:68b8bf68cda82cb18e4a0f9f,68b896a73aaef02d84094293,live,2025-09-03 22:49:42,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",2272bc9c-5c69-0f66-55c7-6a044f4f4535,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,20,high_school,0.0
"{""main_consent"": true, ""age"": ""42"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:40:56.472484"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:35:43.954555"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:40:54.389219""}",64,2025-09-03 22:35:13,False,,,Participant,ac6758f7d7119dab717ab8de75d8173e,prolific,68b8c27d9f997f7f32a876a5,614e6f4f00a9e94b123316d3:68b8c27d9f997f7f32a876a5,68b896a73aaef02d84094293,live,2025-09-03 22:41:00,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",0934e1d9-3813-acfa-d42e-19b9d7b4c96e,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,42,college,1.0
"{""main_consent"": true, ""age"": ""50"", ""formal_education"": ""graduate_school"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:41:27.017127"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:41:13.925673"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:41:22.023326""}",65,2025-09-03 22:40:13,False,,,Participant,2c857bd811ffedbc7698f13396b246af,prolific,68b8c39c597fcc4503a8e0a6,63ed78d1217e614a3c6b392e:68b8c39c597fcc4503a8e0a6,68b896a73aaef02d84094293,live,,,,"{""recruiter"": ""prolific""}",working,"[105, 1]","[182, 2]",80.0,805.0,0.09937888198757763,[],"[1.0, 0.13043478260869565]",55c90ba9-86dc-d352-e8f7-e0d536cfc2e8,False,False,,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,False,Chrome 139.0.0.0 on Windows 10 64-bit,129.0,1765.0,available,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent""]",optimal_treatment,True,50,graduate_school,1.0
"{""main_consent"": true, ""age"": ""38"", ""formal_education"": ""high_school"", ""z"": 0, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:46:06.314244"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:42:18.657344"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:46:05.136265""}",66,2025-09-03 22:41:52,False,,,Participant,c9dd211ed6005545f933902206610d23,prolific,68b8c40c3613a0a2dc1b6a7b,65b98fe25e75b5acc3f44626:68b8c40c3613a0a2dc1b6a7b,68b896a73aaef02d84094293,live,2025-09-03 22:46:08,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",d35865b5-1a15-2f92-5b3e-db4bb48935c9,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,38,high_school,0.0
"{""main_consent"": true, ""age"": ""35"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T22:51:59.805657"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T22:42:45.160619"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T22:51:58.434104""}",67,2025-09-03 22:41:56,False,,,Participant,61eb6469eb44b0d99ee371a661dfeeab,prolific,68b8c409476ce0d386763392,5e29cc3230cf9d03580c34bf:68b8c409476ce0d386763392,68b896a73aaef02d84094293,live,2025-09-03 22:52:02,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",f117c7cf-1cd8-57d1-9fbd-3a4aa04093fa,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,35,college,1.0
"{""main_consent"": true}",68,2025-09-03 22:42:00,False,,,Participant,f8fc9b74b98dff1da832eeda097d2a40,prolific,68b8c39a88fa813a254d5a08,65c3a122f00056edea1e17d0:68b8c39a88fa813a254d5a08,68b896a73aaef02d84094293,live,,,,"{""recruiter"": ""prolific""}",working,[14],[182],30.0,805.0,0.037267080745341616,[],[],d7860c91-50cf-fa1c-149b-d754ed614d6f,False,False,"{""main_consent"": true}",[],[],"[[""main_consent_conditional"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,,,Participant,Participant,[],"[""main_consent""]","[""main_consent""]",,True,,,
