vars,id,creation_time,failed,failed_reason,time_of_death,type,fingerprint_hash,recruiter_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status,elt_id,elt_id_max,time_credit,estimated_max_time_credit,progress,time_credit_fixes,progress_fixes,page_uuid,aborted,complete,answer,answer_accumulators,sequences,branch_log,for_loops,failure_tags,base_payment,performance_reward,unpaid_bonus,total_wait_page_time,answer_is_fresh,browser_platform,module_state_id,current_trial_id,trial_status,awaited_async_code_block_process_id,class,object_type,aborted_modules,started_modules,finished_modules,module_id,main_consent,age,formal_education,z,p_y
"{""main_consent"": true, ""age"": ""45"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""p_y"": {""0"": 0.4650547504425049, ""1"": 0.5349452495574951}, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T18:27:38.046541"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:18:17.395662"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T18:27:28.787326"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:26:20.232898""}",61,2025-08-20 18:15:37,False,,,Participant,f77529b4986b86d952ecc8d7a2e4a7aa,prolific,68a60fc7f961438a491e4cee,67aca7b3335c8f2bb67624c3:68a60fc7f961438a491e4cee,68a515a0c8c21db8f8d05b6b,live,,,,"{""recruiter"": ""prolific""}",working,"[265, 1]","[342, 2]",205.0,555.0,0.36936936936936937,[],"[1.0, 0.4144144144144144]",5de3dc76-4ce4-b07f-8cfd-ca84524dd80f,False,False,Dwarf planet,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,False,Chrome 130.0.0.0 on Windows 10 64-bit,185.0,963.0,available,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment""]",optimal_test,True,45,postgraduate_degree_or_higher,1.0,"{""0"": 0.4650547504425049, ""1"": 0.5349452495574951}"
"{""main_consent"": true, ""age"": ""33"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T18:21:40.735745"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:18:46.333137"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T18:21:38.110465"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:19:21.723597""}",62,2025-08-20 18:18:28,False,,,Participant,0ace6d740f4f96d94ba04f9b380c4cff,prolific,68a6115967363ac977ca20f1,545f1e11fdf99b3156e7588b:68a6115967363ac977ca20f1,68a515a0c8c21db8f8d05b6b,live,2025-08-20 18:21:42,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",455.0,555.0,1.0,[],"[1.0, 1.0]",1e76e8b9-3ba4-7dcd-5d21-1e093de720f2,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,33,postgraduate_degree_or_higher,1.0,
"{""main_consent"": true, ""age"": ""38"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": {""0"": 0.565220445394516, ""1"": 0.434779554605484}, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T18:30:53.901538"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:26:58.134293"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T18:30:50.621688"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:30:20.310894""}",63,2025-08-20 18:24:31,False,,,Participant,b72b8077aff26246d7f105223b6ebe0b,prolific,68a61241183acef461b5d7e0,5c388683fb3f0f0001fdf65a:68a61241183acef461b5d7e0,68a515a0c8c21db8f8d05b6b,live,,,,"{""recruiter"": ""prolific""}",working,"[265, 1]","[342, 2]",205.0,555.0,0.36936936936936937,[],"[1.0, 0.4144144144144144]",9ef0c2bf-73d8-44da-bb68-337115b048dd,False,False,planetoid,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,False,Chrome 139.0.0.0 on Windows 10 64-bit,187.0,969.0,available,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment""]",optimal_test,True,38,college,1.0,"{""0"": 0.565220445394516, ""1"": 0.434779554605484}"
"{""main_consent"": true, ""age"": ""46"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T18:40:40.363421"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:32:02.224254"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T18:40:32.323111"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:34:42.477557""}",64,2025-08-20 18:30:52,False,,,Participant,caeb22c9efd098a70762b08a2e4f4703,prolific,68a6142742aa2767e0983e57,676a24c4766af0941f2060db:68a6142742aa2767e0983e57,68a515a0c8c21db8f8d05b6b,live,2025-08-20 18:40:48,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",405.0,555.0,1.0,[],"[1.0, 1.0]",d16c282b-3f1e-25ea-1ef4-a72359137dff,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 132.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,46,postgraduate_degree_or_higher,1.0,
"{""main_consent"": true, ""age"": ""24"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T18:37:40.578044"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:33:07.146014"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T18:37:36.444951"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:34:44.283041""}",65,2025-08-20 18:32:43,False,,,Participant,2e09ab6b8b5ed52cbf535b74a23f9fab,prolific,68a6149216cde06decdca4c2,5eea72b814742d10f8cb37fe:68a6149216cde06decdca4c2,68a515a0c8c21db8f8d05b6b,live,2025-08-20 18:37:43,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",480.0,555.0,1.0,[],"[1.0, 1.0]",01253ada-ab73-e948-9115-93188fb67e47,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,24,college,1.0,
"{""main_consent"": true, ""age"": ""37"", ""formal_education"": ""graduate_school"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T18:46:27.215665"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:40:24.407948"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T18:46:22.401613"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:43:42.357037""}",66,2025-08-20 18:39:09,False,,,Participant,a722a222df62bb3aa85b137d126218fe,prolific,68a6161cf1bcdd21a706d017,67eab317b6f969b3df440160:68a6161cf1bcdd21a706d017,68a515a0c8c21db8f8d05b6b,live,2025-08-20 18:46:32,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",405.0,555.0,1.0,[],"[1.0, 1.0]",a3294587-3e56-4581-9b50-69839b154d04,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 134.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,37,graduate_school,1.0,
"{""main_consent"": true, ""age"": ""33"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T18:48:02.640383"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:43:08.054766"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T18:47:59.580057"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:44:49.024205""}",67,2025-08-20 18:42:15,False,,,Participant,44d9f16849f25fbfb7b53353892d66f0,prolific,68a616becc06379d1c909932,64135dd9d2ef675b8e1799ef:68a616becc06379d1c909932,68a515a0c8c21db8f8d05b6b,live,2025-08-20 18:48:06,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",380.0,555.0,1.0,[],"[1.0, 1.0]",c45ba7fa-f8ea-07ec-0658-013e14d7f8de,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,33,college,1.0,
"{""main_consent"": true, ""age"": ""37"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T18:53:44.118242"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:49:46.111656"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T18:53:40.180431"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:50:48.423220""}",68,2025-08-20 18:49:03,False,,,Participant,629d60796345411a006934178670a767,prolific,68a618727aefb85654efe1a6,66eddcfe67e927db6f0a4768:68a618727aefb85654efe1a6,68a515a0c8c21db8f8d05b6b,live,2025-08-20 18:53:48,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",480.0,555.0,1.0,[],"[1.0, 1.0]",6924ebb2-e358-6356-304f-c6d6ef25b8cb,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 138.0.0.0 on Chrome OS 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,37,college,1.0,
"{""main_consent"": true, ""age"": ""60"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:05:16.693595"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:56:14.170146"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:05:09.564792"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T18:59:08.359386""}",69,2025-08-20 18:54:32,False,,,Participant,98996f29d0f4cbaaa460550c865b4480,prolific,68a619cb62579b863ad544c1,681dea90ca4d96177e42d98b:68a619cb62579b863ad544c1,68a515a0c8c21db8f8d05b6b,live,2025-08-20 19:05:25,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",405.0,555.0,1.0,[],"[1.0, 1.0]",b55f3d25-5cbb-f8a9-ca70-16b62e320239,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 134.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,60,postgraduate_degree_or_higher,1.0,
"{""main_consent"": true, ""age"": ""59"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:10:58.199517"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:06:46.264862"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:10:53.209194"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:07:51.689116""}",70,2025-08-20 19:06:25,False,,,Participant,201a631a03c958f0285e92341ef73543,prolific,68a61c95de29bdb96e073b80,5f9b6cc0e01ad13902b38f60:68a61c95de29bdb96e073b80,68a515a0c8c21db8f8d05b6b,live,2025-08-20 19:11:01,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",455.0,555.0,1.0,[],"[1.0, 1.0]",8f63450d-f64a-68e7-791b-86d780b2e9b4,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 137.0.0.0 on Chrome OS 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,59,postgraduate_degree_or_higher,1.0,
"{""main_consent"": true, ""age"": ""32"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:18:24.707169"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:10:08.473369"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:18:20.989198"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:13:41.842756""}",71,2025-08-20 19:08:38,False,,,Participant,75c08446c02d34ccd9869d2127ddb961,prolific,68a618146897eda81532f6a3,6664b8146408ebc8a3d7ea6e:68a618146897eda81532f6a3,68a515a0c8c21db8f8d05b6b,live,2025-08-20 19:18:29,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",455.0,555.0,1.0,[],"[1.0, 1.0]",a06f3e3d-624f-c336-ab06-6781112217b9,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 138.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,32,postgraduate_degree_or_higher,1.0,
"{""main_consent"": true, ""age"": ""54"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:17:53.637871"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:12:01.164889"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:17:49.575394"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:14:27.423926""}",72,2025-08-20 19:11:32,False,,,Participant,028cf1f294e91a4309366890d9ec7f8a,prolific,68a61dd50bbfd85835ec4e87,67d47bef1b8777e754726be0:68a61dd50bbfd85835ec4e87,68a515a0c8c21db8f8d05b6b,live,2025-08-20 19:17:58,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",405.0,555.0,1.0,[],"[1.0, 1.0]",5037512c-6ba2-35a8-2094-f64ad20b6f04,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,54,postgraduate_degree_or_higher,1.0,
"{""main_consent"": true, ""age"": ""33"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:24:39.776182"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:21:02.346164"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:24:35.282935"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:22:50.404506""}",73,2025-08-20 19:18:36,False,,,Participant,b9fd97849a68880cba8f92ebe6e01874,prolific,68a61f788f4cdf5001b56617,612e64b26c1ed4e6cc77686a:68a61f788f4cdf5001b56617,68a515a0c8c21db8f8d05b6b,live,2025-08-20 19:24:43,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",380.0,555.0,1.0,[],"[1.0, 1.0]",b81b1531-57e2-f220-a621-b982acb97c4b,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Linux 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,33,college,1.0,
"{""main_consent"": true, ""age"": ""29"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:27:39.976678"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:23:11.382554"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:27:37.166440"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:24:32.247644""}",74,2025-08-20 19:19:39,False,,,Participant,790fd967513ea4f429b86408442eb8df,prolific,68a61f978cd7cddb73bf6d95,5d4a41890e604c00011ade8b:68a61f978cd7cddb73bf6d95,68a515a0c8c21db8f8d05b6b,live,2025-08-20 19:27:42,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",455.0,555.0,1.0,[],"[1.0, 1.0]",190de1c0-7f83-6eba-f407-1899358f47c5,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,29,college,1.0,
"{""main_consent"": true, ""age"": ""26"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:35:06.063952"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:30:02.749583"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:35:02.651526"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:31:20.229555""}",75,2025-08-20 19:29:05,False,,,Participant,dc39d81bdd0df6329c124ba9696ef63c,prolific,68a621c0f949a694e1080b88,5e1f938b06121f2be0d1ead4:68a621c0f949a694e1080b88,68a515a0c8c21db8f8d05b6b,live,2025-08-20 19:35:09,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",480.0,555.0,1.0,[],"[1.0, 1.0]",f65cd797-0f1b-18a6-443a-0ec973503d8a,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,26,college,1.0,
"{""main_consent"": true, ""age"": ""54"", ""formal_education"": ""high_school"", ""z"": 0, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:40:25.171707"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:36:47.198629"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:40:21.702049"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:37:57.985502""}",76,2025-08-20 19:36:24,False,,,Participant,084772c0ad8c7fd76447b8e090c46ea9,prolific,68a62373beb0ab36d564f8f5,6516d5862e627be30bea296f:68a62373beb0ab36d564f8f5,68a515a0c8c21db8f8d05b6b,live,2025-08-20 19:40:27,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",355.0,555.0,1.0,[],"[1.0, 1.0]",c8339d3d-a1cd-04cf-ff03-77cf91c87b03,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 138.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,54,high_school,0.0,
"{""main_consent"": true, ""age"": ""71"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:53:09.425819"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:41:33.754177"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:53:03.197276"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:46:13.460511""}",77,2025-08-20 19:37:15,False,,,Participant,8b57036e45e5d44cd74a2e40d3cbe491,prolific,68a6239831a49652ded613ae,67da78ec74b981548fd1d2a3:68a6239831a49652ded613ae,68a515a0c8c21db8f8d05b6b,live,2025-08-20 19:53:18,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",380.0,555.0,1.0,[],"[1.0, 1.0]",1affb6d1-8e1d-a059-df48-2ed8cffa88df,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,71,college,1.0,
"{""main_consent"": true, ""age"": ""36"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:46:23.017917"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:42:58.823712"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:46:19.076469"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:44:25.834810""}",78,2025-08-20 19:42:23,False,,,Participant,b1f442376040cdc594f8b7366d961b56,prolific,68a624b604eaabb910e65f2a,55d35a33da14d7001295328c:68a624b604eaabb910e65f2a,68a515a0c8c21db8f8d05b6b,live,2025-08-20 19:46:27,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",430.0,555.0,1.0,[],"[1.0, 1.0]",ef556407-0095-17bb-be5e-844e0a3edce4,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,36,college,1.0,
"{""main_consent"": true, ""age"": ""22"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:59:56.202749"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:49:45.372431"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:59:41.277784"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:52:51.707937""}",79,2025-08-20 19:49:00,False,,,Participant,ea83f0fa6ef403a15253466e0655c3fb,prolific,68a6261d44abdc0a2784afab,67f2b914d702155cbc0a3a2c:68a6261d44abdc0a2784afab,68a515a0c8c21db8f8d05b6b,live,2025-08-20 20:00:01,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",480.0,555.0,1.0,[],"[1.0, 1.0]",7bf03cf6-21a0-59bd-b49f-085409d7c42e,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 136.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,22,college,1.0,
"{""main_consent"": true, ""age"": ""32"", ""formal_education"": ""high_school"", ""z"": 0, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T19:56:45.802116"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:54:41.428603"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T19:56:42.775581"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T19:55:35.059145""}",80,2025-08-20 19:54:22,False,,,Participant,7007f9964d2b32d987ca4fe0991b0762,prolific,68a627c41c7adef38b35a709,5fb32c193dd553a5f10dd758:68a627c41c7adef38b35a709,68a515a0c8c21db8f8d05b6b,live,2025-08-20 19:56:47,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",380.0,555.0,1.0,[],"[1.0, 1.0]",427f865d-6307-c722-1d73-4dbeca5b75b0,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,32,high_school,0.0,
